Date,State,District,Confirmed,Active,Recovered,Deaths
2020-04-28,Maharashtra,Ahmednagar,42,17,23,2
2020-04-28,Maharashtra,Akola,34,25,8,1
2020-04-28,Maharashtra,Amravati,28,17,4,7
2020-04-28,Maharashtra,Aurangabad,90,62,22,6
2020-04-28,Maharashtra,Beed,1,0,1,0
2020-04-28,Maharashtra,Bhandara,1,1,0,0
2020-04-28,Maharashtra,Buldhana,21,3,17,1
2020-04-28,Maharashtra,Chandrapur,2,0,2,0
2020-04-28,Maharashtra,Dhule,25,22,0,3
2020-04-28,Maharashtra,Gondia,1,0,1,0
2020-04-28,Maharashtra,Hingoli,15,14,1,0
2020-04-28,Maharashtra,Jalgaon,40,30,1,9
2020-04-28,Maharashtra,Jalna,2,2,0,0
2020-04-28,Maharashtra,Kolhapur,12,8,4,0
2020-04-28,Maharashtra,Latur,12,3,8,1
2020-04-28,Maharashtra,Mumbai,6169,5127,798,244
2020-04-28,Maharashtra,Nagpur,135,114,20,1
2020-04-28,Maharashtra,Nanded,3,3,0,0
2020-04-28,Maharashtra,Nandurbar,11,10,0,1
2020-04-28,Maharashtra,Nashik,195,177,6,12
2020-04-28,Maharashtra,Osmanabad,3,0,3,0
2020-04-28,Maharashtra,Palghar,164,124,36,4
2020-04-28,Maharashtra,Parbhani,1,1,0,0
2020-04-28,Maharashtra,Pune,1174,859,233,82
2020-04-28,Maharashtra,Raigad,66,44,21,1
2020-04-28,Maharashtra,Ratnagiri,8,2,5,1
2020-04-28,Maharashtra,Sangli,27,1,25,1
2020-04-28,Maharashtra,Satara,32,25,5,2
2020-04-28,Maharashtra,Sindhudurg,1,0,1,0
2020-04-28,Maharashtra,Solapur,82,77,0,5
2020-04-28,Maharashtra,Thane,824,678,132,14
2020-04-28,Maharashtra,Washim,1,0,1,0
2020-04-28,Maharashtra,Yavatmal,71,61,10,0
2020-04-28,Meghalaya,East Khasi Hills,12,11,0,1
2020-04-28,Manipur,Imphal East,1,0,1,0
2020-04-28,Manipur,Imphal West,1,0,1,0
2020-04-28,Madhya Pradesh,Agar Malwa,11,10,0,1
2020-04-28,Madhya Pradesh,Alirajpur,3,3,0,0
2020-04-28,Madhya Pradesh,Ashoknagar,1,0,0,1
2020-04-28,Madhya Pradesh,Barwani,24,10,14,0
2020-04-28,Madhya Pradesh,Betul,1,1,0,0
2020-04-28,Madhya Pradesh,Bhopal,458,306,139,13
2020-04-28,Madhya Pradesh,Burhanpur,1,1,0,0
2020-04-28,Madhya Pradesh,Chhindwara,5,4,0,1
2020-04-28,Madhya Pradesh,Dewas,23,10,6,7
2020-04-28,Madhya Pradesh,Dhar,40,39,0,1
2020-04-28,Madhya Pradesh,Dindori,1,1,0,0
2020-04-28,Madhya Pradesh,Gwalior,4,2,2,0
2020-04-28,Madhya Pradesh,Harda,1,1,0,0
2020-04-28,Madhya Pradesh,Hoshangabad,34,23,9,2
2020-04-28,Madhya Pradesh,Indore,1372,1175,134,63
2020-04-28,Madhya Pradesh,Jabalpur,70,62,7,1
2020-04-28,Madhya Pradesh,Khandwa,36,23,12,1
2020-04-28,Madhya Pradesh,Khargone,61,43,12,6
2020-04-28,Madhya Pradesh,Mandsaur,9,7,0,2
2020-04-28,Madhya Pradesh,Morena,13,0,13,0
2020-04-28,Madhya Pradesh,Raisen,45,43,1,1
2020-04-28,Madhya Pradesh,Ratlam,13,13,0,0
2020-04-28,Madhya Pradesh,Rewa,2,2,0,0
2020-04-28,Madhya Pradesh,Sagar,5,4,1,0
2020-04-28,Madhya Pradesh,Shahdol,2,2,0,0
2020-04-28,Madhya Pradesh,Shajapur,6,5,1,0
2020-04-28,Madhya Pradesh,Sheopur,4,2,2,0
2020-04-28,Madhya Pradesh,Shivpuri,2,0,2,0
2020-04-28,Madhya Pradesh,Tikamgarh,2,2,0,0
2020-04-28,Madhya Pradesh,Ujjain,123,98,5,20
2020-04-28,Madhya Pradesh,Vidisha,13,0,13,0
2020-04-28,Mizoram,Aizawl,1,1,0,0
2020-04-28,Odisha,Balasore,16,16,0,0
2020-04-28,Odisha,Bhadrak,19,17,2,0
2020-04-28,Odisha,Cuttack,1,0,1,0
2020-04-28,Odisha,Dhenkanal,1,0,1,0
2020-04-28,Odisha,Jajpur,19,18,1,0
2020-04-28,Odisha,Kalahandi,2,0,2,0
2020-04-28,Odisha,Kendrapara,2,1,1,0
2020-04-28,Odisha,Khordha,46,19,26,1
2020-04-28,Odisha,Koraput,1,1,0,0
2020-04-28,Odisha,Puri,1,0,1,0
2020-04-28,Odisha,Sundargarh,10,7,3,0
2020-04-28,Punjab,Amritsar,14,6,6,2
2020-04-28,Punjab,Barnala,2,0,1,1
2020-04-28,Punjab,Faridkot,3,2,1,0
2020-04-28,Punjab,Fatehgarh Sahib,2,0,2,0
2020-04-28,Punjab,Ferozepur,1,1,0,0
2020-04-28,Punjab,Gurdaspur,1,0,0,1
2020-04-28,Punjab,Hoshiarpur,8,2,5,1
2020-04-28,Punjab,Jalandhar,85,75,7,3
2020-04-28,Punjab,Kapurthala,6,3,2,1
2020-04-28,Punjab,Ludhiana,18,8,6,4
2020-04-28,Punjab,Mansa,13,10,3,0
2020-04-28,Punjab,Moga,4,0,4,0
2020-04-28,Punjab,Pathankot,25,15,9,1
2020-04-28,Punjab,Patiala,61,58,2,1
2020-04-28,Punjab,Rupnagar,3,0,2,1
2020-04-28,Punjab,S.A.S. Nagar,65,32,31,2
2020-04-28,Punjab,Sangrur,3,1,2,0
2020-04-28,Punjab,Shahid Bhagat Singh Nagar,20,1,18,1
2020-04-28,Punjab,Sri Muktsar Sahib,1,1,0,0
2020-04-28,Punjab,Tarn Taran,7,7,0,0
